,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y
0,0.06446466256575682,0.5747945257050993,0.5202920686863756,0.4044237930072208,0.4815083607799874,0.4316480632330584,0.7963459412650623,0.4303330637184397,0.3116570885322214,0.21612373512873406,0.7920046648369558,0.961842943382424,0.1426608005997851,0.6551645947535202,0.9311031595420847,0.1798723823701478,0.5855297094244847,0.38105089460075364,0.0891185214343432,0.8425453765716134,0.16988524194467547,0.009543625244391316
1,0.7732424145688046,0.9534500909916463,0.59738236601496,0.30114540100827647,0.7855624651225087,0.9509430860492428,0.5068755763111088,0.814653232837046,0.007580623375920827,0.4086633766644139,0.7845997169868555,0.06233089905148329,0.749501835736882,0.06417595194055076,0.6615064896712665,0.03074214810919188,0.282246470782871,0.7918915234936686,0.7717494167228428,0.5542294693882582,0.22229452458684604,0.754646029436841
2,0.9866562726090452,0.5620158352830824,0.3456780456742604,0.25946236817136314,0.16265278634633218,0.027600118011450576,0.07542567469149777,0.22892874384706743,0.5701569774227909,0.9380141537394519,0.533209121988618,0.7385850382135548,0.3859767161287724,0.5928898474331361,0.5965106018299284,0.49903570297218525,0.8467538305126998,0.5768985238987833,0.21487382747825393,0.9147185675644107,0.7009097545854972,0.3505084511735093
3,0.9577232369427119,0.8467761896291016,0.3796720696367565,0.6429615167974523,0.2788673104530514,0.2717760276507969,0.319952346426625,0.47393425113400384,0.7983081921953874,0.3457481443676564,0.9871714973705216,0.43780816906683706,0.421869012415933,0.04614635848364422,0.6325972212272177,0.6804545516372682,0.8974725651083647,0.7633337355865089,0.2327372331211826,0.24957680153705109,0.9235261904692864,0.4754258923196768
4,0.8573813668744724,0.776720991030192,0.8890353471289344,0.3844609217289759,0.6364990615534976,0.41508191774297737,0.26442954482423087,0.508407966817874,0.8893378839053047,0.6288710080688893,0.5575634402405848,0.4648928945720564,0.583089822677045,0.04378412850888942,0.9397596830893392,0.75737171749503,0.020617520481539177,0.638850448307438,0.7450671263805763,0.8643673940338205,0.6248386507249628,0.4379103299837225
5,0.780269947488004,0.44394369756434776,0.30936490450923765,0.0552558246053647,0.7579135735311747,0.9071378718166301,0.007344910661154262,0.24129617796099545,0.21587583670641236,0.014967467028344303,0.6851380063390647,0.8626271418722654,0.04030965423522566,0.4137667041457003,0.6564575338755226,0.8503889089605585,0.6783568203212113,0.00160023773223989,0.14532385488574828,0.8796326797794581,0.3115122684352615,0.6866099622448448
6,0.6055604557917129,0.853419647731632,0.3149493512048545,0.7428636874418768,0.41152676315152203,0.7206690433302135,0.019996381111781356,0.4276653921799076,0.9709116302544929,0.6953021230142302,0.26417149266956746,0.2702011915618,0.6742451362770747,0.6785587422268088,0.5568985377050081,0.49212161893345585,0.39983464904381805,0.49831129198223045,0.8644521110405995,0.020146118867672716,0.03198128009590649,0.3387103851066005
7,0.9872716560582471,0.7336876915905998,0.06055586103036854,0.21303624532630117,0.42318965510789475,0.3670860922326255,0.4824015616605117,0.6473459956121008,0.07873821436933244,0.5609190159166307,0.10385921399609783,0.8069161967479324,0.09891456445053033,0.6441614485710291,0.5657151649100098,0.6338319627622877,0.3746593227896999,0.10953203344820538,0.8706291479063271,0.15602163913949055,0.7268684028288637,1.536554748356118
8,0.837787027661079,0.0849021387427415,0.2935330290403174,0.3350701729512305,0.7027728692545022,0.7451937001802834,0.10075353362696657,0.00017872261593667948,0.13866212804283634,0.46171373192563325,0.9167279141015444,0.5733594100882325,0.7511295251763215,0.9670334922193402,0.9001694148169646,0.41189010370700196,0.5547032750427202,0.8964492750800195,0.6574977900783011,0.24037844320966936,0.8020858069928657,1.9224840350940944
9,0.7074393270395483,0.9188828259326373,0.8348454937921838,0.857672368302622,0.9659713373546442,0.9539133883512307,0.2309098284118801,0.07391868324095706,0.1433339683055572,0.8198989488615253,0.21635667845157985,0.555594967447074,0.9899448300868764,0.6136632121932128,0.5377481747691837,0.9650187325231593,0.6922720582643921,0.5280267064537806,0.9918954220566333,0.2109119143561665,0.9065024789575736,5.975119495362232
10,0.01957334308812421,0.20460099444168503,0.48869193656283527,0.6394046491087386,0.6450300219444698,0.29501119762477857,0.485235370653933,0.439481984296806,0.5354420541824375,0.4104833391563168,0.9821008780129883,0.6158356421996217,0.5291891497314141,0.7596706710863141,0.5595671932601257,0.5838232025805922,0.9817120798759448,0.7834648976096584,0.49603286424008763,0.30202672733143626,0.06897725000107387,0.018854476141299793
11,0.5597228128550289,0.6205432191654995,0.48840166492710313,0.679797150440718,0.7695044770041318,0.48041796801652836,0.0833829073621206,0.01212874906757643,0.32735089240807574,0.7713120019731232,0.7238231912288425,0.8604203939310161,0.9849260299371903,0.3155594192137691,0.07787439051675223,0.680881053573185,0.44813664908993783,0.5586189347716414,0.29897414155958757,0.08434926596390853,0.2546760479751764,0.005088578577932108
12,0.23455341153634443,0.11801774679173463,0.6397436342653591,0.9670409450868934,0.3703831850160697,0.4967458533086074,0.4369689274607533,0.9423373811297994,0.22621951236472088,0.6626243401696774,0.8272398277346594,0.8001532295196029,0.42113452396826734,0.16282742148822554,0.9100936803110796,0.2569843073962509,0.16581930513665316,0.7314897572764419,0.30253057378844306,0.28139957137154903,0.6120160799260362,0.8911863392997823
13,0.8896136113792132,0.2498043511602045,0.92352277421844,0.09180477208316463,0.17419173890630513,0.5744458762790323,0.11177767786514417,0.935244946727675,0.34103820838317617,0.19569822431148076,0.9280582731485778,0.36774863334154484,0.44184319685633183,0.1585546039039127,0.6713864513764305,0.6732334266377668,0.2815091778259506,0.10087923235378979,0.4038066870499602,0.40417488675221563,0.03500247010956598,5.163443115091562
14,0.5439363726683667,0.11072135062935437,0.9570565508814544,0.7660578221577113,0.5171705336383257,0.12991449198259922,0.3000391982365557,0.45938964088366124,0.3339253275456023,0.5115078380569908,0.7467093274282749,0.04555781378758874,0.48276258237195385,0.6578295751128835,0.09864263667922953,0.5699084520731563,0.4530298335685008,0.08194371093213704,0.7152860504384331,0.9922037167221278,0.8002354673611544,0.20424275649745724
15,0.5989715548026285,0.8550599984303792,0.5145998375061963,0.6165820334251015,0.3450304476120178,0.7019380233668813,0.950698484930618,0.29778121878051933,0.6894589442207445,0.16508041860680123,0.8307813355274666,0.03380817835240433,0.8337770959384002,0.9168134184681819,0.4579884868574137,0.9424409960051973,0.8956698557665569,0.8568303966477097,0.3853678393037002,0.5343521928965774,0.05349219246161154,0.021834198827984968
16,0.3424253094054573,0.2875821872964376,0.4093961321372138,0.01797902461184285,0.5017251957239719,0.00755554127513665,0.8196735385674354,0.12552710356630398,0.5777907335473672,0.35019491639035627,0.3710819606873746,0.5304872839635466,0.7599845702399439,0.5088830710746922,0.5977922705818134,0.24022293662906,0.3379869554447069,0.7998456881092728,0.8142097655052929,0.009087439011942623,0.6514332527813669,0.21681771532410707
17,0.5851569104204678,0.18112735794142468,0.6514852971026148,0.5826086117338783,0.05241205734639162,0.4279069549084346,0.6491265879739632,0.963907478121332,0.48009905909206296,0.7065863164755807,0.2094821833165489,0.07999432319082991,0.11689488455552878,0.5699452200860841,0.16104059479987348,0.8181316830877621,0.7272701977103423,0.6488818281057961,0.5529846911519173,0.6000450736348877,0.05074015490265581,0.08719000205376265
18,0.08620488313276377,0.6884041590585243,0.23972939287063855,0.8646307848934428,0.21009926036156962,0.29153229684088616,0.48818530674569377,0.3339664489271468,0.8262597029059957,0.9806033018311209,0.11327281264378344,0.3309446972073358,0.6787775821438178,0.797773834779405,0.00770405841145166,0.7178394972411695,0.053891887626353226,0.7136199921054966,0.718021554952307,0.21742206955563043,0.6913574298343474,1.7081375498410305
19,0.4463101888163661,0.18802334947847996,0.7876560460404136,0.5637220540610121,0.953320125233326,0.17342782795565492,0.9446507888420506,0.15389202858153486,0.4721973744075197,0.6671164082910489,0.9743439196978285,0.45737660931555363,0.012013747770275217,0.7645333518121769,0.05101644163026748,0.4634171711782492,0.8314993379171751,0.7525129777810653,0.940650121444916,0.37929252071612624,0.3684431015840599,0.1661556348579867
20,0.8983814649945591,0.21854408556489624,0.026429576529288283,0.6974720570591659,0.6047454497012653,0.7357157974621492,0.5448697987073875,0.3965613071186687,0.8080426156292192,0.14071705391528086,0.7957926412793843,0.37196839755577954,0.7187816147134994,0.8309518826611925,0.681679999333295,0.5150172945754158,0.5172392139335827,0.46809859127011844,0.7760431325183738,0.02848113940236666,0.867665196133414,1.4483810497503413
21,0.13071571978139457,0.8172169904935946,0.07705314415911307,0.1375132215946873,0.4831151954346532,0.5953226900404237,0.15816168626038393,0.07849428539123673,0.4285713343623192,0.8155928600543397,0.8897296146762911,0.9424194737060594,0.2133163072951747,0.4419177579730936,0.8114051818089584,0.7951911223184729,0.8678907985575295,0.6258372420734994,0.26944022931065686,0.22074140927624727,0.043396823467425925,3.497162989567394
22,0.035209076190709516,0.675693221160062,0.21235127207436802,0.14498193776169013,0.14111252934530058,0.10060772138012385,0.07629753434527804,0.5033699825608375,0.5859976835421524,0.5597393040507262,0.7960828419186229,0.18673972397069613,0.12743489650310275,0.7623982999930478,0.47509043641743554,0.29283988465983013,0.6328648717194137,0.7214150170328197,0.8181467389809882,0.32940387155387685,0.34463413060845466,1.6696326284207292
23,0.7868685288038634,0.9564119793221646,0.48810553438372123,0.12882605985180354,0.589309433540291,0.6996714128229237,0.7273808279513222,0.4011214332941807,0.6363430972497262,0.36696963691972706,0.16652425549474226,0.5918678912535578,0.7545049172421026,0.8370921857080518,0.24048608240609123,0.1397946512033842,0.5879367160659658,0.4316105698584904,0.9905000161448071,0.6880295462043342,0.2749409112814014,0.07229335311312511
24,0.6320798814072683,0.2359218210461637,0.07207386865726795,0.24863832883412218,0.6582426526315952,0.33744493651853974,0.5055933581152087,0.5292942757863881,0.13887417971898264,0.770419575253373,0.8622798341704196,0.4375343938703722,0.6158747786718465,0.6844417615805898,0.5224835597981817,0.9775009340225881,0.505086118630989,0.7548824733473811,0.2343400183104129,0.5219818395934841,0.4789898290950535,0.364302275556402
25,0.6010216270348389,0.9358078982360368,0.33359985480281984,0.6641301623665011,0.24880052676411982,0.3528628492221638,0.11852968249215234,0.6591127004214089,0.6267036108947767,0.7003245561776683,0.9402817034283,0.5673634589230211,0.6633729199449603,0.9073512995668994,0.4073524182895689,0.4141743724498793,0.1603493083285444,0.3915826139767055,0.20015925460552897,0.29003792680242774,0.41856046934410873,0.24934133161894495
